Name,Action,Industry,Country,Grade
Heidrick & Struggles,ceased all operations in Russia,Industrials,United States,A
Heinzmann,End all Russian deliveries,Industrials,Germany,A
Hempel,exit Russia,Industrials,Denmark,A
Henkel,exit business activities in Russia,Consumer Staples,Germany,A
Herbert Smith Freehills,Ended operations in Russia; local partners and counsels open independent firm,Industrials,Australia,A
Hertz,completely withdrawn from Russia,Consumer Discretionary,United States,A
Hesburger,withdraw from Russia,Consumer Discretionary,Finland,A
Hogan Lovells,exit Russian operations,Industrials,United Kingdom,A
Holcim,exit Russian market completely,Materials,Switzerland,A
Home Credit,Fully exit Russia after selling its operations,Financials,Czech Republic,A
Honeywell,Wind down all business,Industrials,United States,A
Hortex,Fully exit Russia after selling its operations,Consumer Staples,Poland,A
Houthoff,terminate all relationships with Russia,Industrials,Netherlands,A
HP Enterprise (Independent from HP Inc.),exit Russia & Belarus,Information Technology,United States,A
HP Inc.,shut down business in Russia,Information Technology,United States,A
Huhtamaki,divest Russian operations,Materials,Finland,A
Hypertherm Associates,Fully close all Russian offices,Industrials,Netherlands,A
Hyve,Withdrew from Russia,Consumer Discretionary,United Kingdom,A
IBM,wind down business in Russia,Information Technology,United States,A
Icosagen,Ended business in Russia and Belarus,Industrials,Estonia,A
IDEXX Labs,wind down operations & liquidate subsidiary,Health Care,United States,A
Ikea,fold up Russian presence,Consumer Discretionary,Sweden,A
IMAX,Fully exit Russia,Consumer Discretionary,Canada,A
IMCD,withdraw from Russia completely,Industrials,Netherlands,A
IMI Plc,Withdrew from Russia,Materials,United Kingdom,A
Imperial Brands,transfer Russian business to local partners,Consumer Staples,United Kingdom,A
Inchcape,Withdrew from Russia,Industrials,United Kingdom,A
Incoff Aerospace,no longer trade with the Russians,Industrials,Slovakia,A
Inditex,close Russian stores and suspend sales,Consumer Discretionary,Spain,A
Infineon,liquidate Russian entity,Information Technology,Germany,A
InPost,stop purchasing services/goods from Russian & Belorussian companies,Industrials,Poland,A
Insydium,Forgo all Russian licenses,Industrials,United Kingdom,A
Intercontinental Exchange,curtail Russian access to capital markets,Financials,United States,A
Intercontinental Hotels (IHG),Ceased operations in Russia,Consumer Discretionary,United Kingdom,A
International Biathlon Union,Russians to compete as neutral athletes,NGO,Austria,A
International Boxing Federation,ban on all Russian competition,NGO,France,A
International Cat Federation,ban Russian cats from competitions,NGO,Canada,A
International Cycling Union,ban on all Russian competition,NGO,United States,A
International Ice Hockey Federation,ban on all Russian competition,NGO,Switzerland,A
International Olympic Committee,ban Russian athletes from competing,NGO,Switzerland,A
International Paper,Fully exit Russia after selling its operations,Materials,United States,A
International Paralympic Committee,bar Russian athletes,NGO,Germany,A
International Skating Union,ban on all Russian competition,NGO,Switzerland,A
International Weightlifting Federation,ban on all Russian competition,NGO,Switzerland,A
Interpublic Group,exit Russian operations,Communication Services,United States,A
Intracom Telecom,Withdrew from Russia,Communication Services,Greece,A
Iponweb,Withdrew from Russia,Communication Services,France,A
ISS,ISS divested its Russian activities during March and is no longer active in Russia,Industrials,Denmark,A
Iveco,Fully exit Russia after selling its operations,Industrials,Italy,A
J Sainsbury,remove products from Russia,Consumer Staples,United Kingdom,A
Jabil,closed its site in Russia,Information Technology,United States,A
Jägermeister,Fully stopped business in Russia,Consumer Staples,Germany,A
Jamie Oliver,exit franchise agreement,Consumer Staples,United Kingdom,A
Jan de Nul,close rep office and withdraw ships,Industrials,Luxembourg,A
JD Sports,suspend operations in Russia,Consumer Discretionary,United Kingdom,A
JetBrains,suspend all activity indefinitely,Information Technology,Czech Republic,A
JLL,separate operations in Russia,Real Estate,United States,A
John Wood Group,withdraw from Russia,Industrials,United Kingdom,A
Johnson Matthey,leave Russia and end all business there,Materials,United Kingdom,A
Jotun,Suspend business in Russia,Materials,Norway,A
JYSK,temporarily close Russian stores,Consumer Discretionary,Denmark,A
Kalnapilis-Taurus,termination of export ties and production in Russian Market,Consumer Staples,Lithuania,A
Kamstrup,Completely exit Russia,Utilities,Denmark,A
Kearney,officially withdrawn from Russia,Industrials,United States,A
Kelly,leave Russia & transition operations,Industrials,United States,A
Kemira,exit Russia completely,Consumer Discretionary,Finland,A
Kennametal,Completely exit Russia,Industrials,United States,A
Kennedys,Fully exit Russia,Industrials,United States,A
Kiilto,fully exited from Russia,Materials,Finland,A
Kingspan,exit Russia,Industrials,Ireland,A
Kinross Gold,complete exit from Russia by selling Russian operations,Materials,Canada,A
KION Group,Fully exit Russia after selling its operations,Industrials,Germany,A
KLP,exit all investment holdings in Russia,Financials,Norway,A
Knorr-Bremse,will not deliver any more products or systems for Russian locomotives; end JVs,Industrials,Germany,A
Koch Industries,sell Russian business to a local enterprise,Industrials,United States,A
Kofax,curtail all sales of software and close sites in Russia,Information Technology,United States,A
Koskisen,Fully exit Russia after selling its operations,Industrials,Finland,A
KPMG,leaving Russia completely,Industrials,United States,A
Krispy Kreme,winding down business in Russia,Consumer Discretionary,United States,A
L'Occitane,exit Russian operations,Consumer Discretionary,France,A
Lamb Weston,exit Russian market,Consumer Staples,United States,A
Latham & Watkins,wind down Russian presence,Industrials,United States,A
Lear Corporation,fully exit Russia,Consumer Discretionary,United States,A
Legrand,Left Russia,Industrials,France,A
Lifan,Fully exit Russia,Consumer Discretionary,China,A
Lincoln Electric,ceased all operations,Industrials,United States,A
Lindab,Fully exit Russia after selling its operations,Industrials,Sweden,A
Lindstrom Group,Withdrew from Russia,Consumer Discretionary,Finland,A
Lindt-Sprungli,suspend operations in Russia,Consumer Staples,Switzerland,A
Linklaters,"end operations in Russia, with entities connected to the Russian state; local partners and counsel form own firm",Industrials,United Kingdom,A
Lloyd's Register,withdraw services to Russia,Industrials,United Kingdom,A
Logitech,suspend shipments to Russia,Information Technology,Switzerland,A
London Stock Exchange Group,curtail Russian access to capital markets,Financials,United Kingdom,A
LPP Group,left Russia,Consumer Discretionary,Poland,A
Lufthansa,suspended flights and ended Russian aircraft maintenance,Industrials,Germany,A
Luxoft,exit Russian market,Information Technology,Switzerland,A
LVMH,end all operations in Russia,Consumer Discretionary,France,A
LyondellBasell,end all business,Materials,Netherlands,A
MAN,"end delivery, supply of trucks, and sales to Russia",Industrials,Germany,A
Mannheimer Swartling,end all operations,Industrials,Sweden,A
Mantsinen,Fully exit Russia after selling its operations,Industrials,Finland,A
Marsh McLennan,exit operations in Russia,Financials,United States,A
Marugame,Fully exit Russia and end all franchises operating in Russia,Consumer Staples,Japan,A
Maxima,Fully remove all Russian products and end Russian business,Consumer Discretionary,Lithuania,A
Mayr-Melnhof,Fully exit Russia after selling its operations,Materials,United Kingdom,A
McCain Foods,end operations in Russia,Consumer Staples,Canada,A
McDonald's,leave the Russian market & sell Russian business,Consumer Discretionary,United States,A
McKinsey,exit Russian market completely,Industrials,United States,A
Mercedes-Benz,Stopped manufacturing and exporting and will sell shares in subsidies,Consumer Discretionary,Germany,A
MessageBird,"shut down API access, block SMS and voice traffic to Russian carriers",Information Technology,Netherlands,A
Mondi,sell Russian assets,Materials,United Kingdom,A
Monroe Energy,stop imports of Russian crude oil,Energy,United States,A
Moog Inc.,exit Russian operations,Industrials,United States,A
Moose Toys,Ended all shipments to Russia,Consumer Discretionary,Australia,A
Morgan Advanced Materials,cease all trading with Russia.,Industrials,United Kingdom,A
Morgan Lewis,close Russian offices,Industrials,United States,A
Morrisons,remove products from Russia,Consumer Staples,United Kingdom,A
MSCI,curtail Russian access to capital markets,Financials,United States,A
MSU S.A.,ceased all business activities in Russia,Consumer Discretionary,Poland,A
Nasdaq,curtail Russian access to capital markets,Financials,United States,A
Naspers,Ended Operations. Sold Avito.,Consumer Discretionary,South Africa,A
NCAB Group AB,sold assets and ceased operations in Russia,Industrials,Sweden,A
Nemiroff,Revoke all licenses related to Russia and end all business there,Consumer Staples,Ukraine,A
Netflix,suspend service in Russia,Communication Services,United States,A
Netscout,"pause all sales, support, and services in Russia",Information Technology,United States,A
Next,Fully wind down Russian business,Consumer Discretionary,United Kingdom,A
Nike,exit Russia,Consumer Discretionary,United States,A
Nissan,Exit from Russian Market,Consumer Discretionary,Japan,A
Nokia,pulling out of Russia completely,Information Technology,Finland,A
Nokian Tyres,meaningfully reduce production in Russia,Consumer Discretionary,Finland,A
Norton Rose Fulbright,exit from Russia,Industrials,United Kingdom,A
Norwegian Cruise Lines,discontinue Russian itineraries,Consumer Discretionary,United States,A
NTT Data,exit Russia,Information Technology,Japan,A
OBI,Fully exit Russia after selling its operations,Consumer Discretionary,Germany,A
Oceania Cruises,discontinue Russian itineraries,Consumer Discretionary,United States,A
Oerlikon,sell Russian operations,Materials,Switzerland,A
Olam Group,divest Russian operations,Consumer Staples,Singapore,A
Omnicom Media Group,exit Russian operations,Communication Services,United States,A
Omron,fully wind down Russian business,Information Technology,Japan,A
OneWeb,suspend use of Russian airspace,Communication Services,United States,A
Orica,Fully exit Russia after selling its operations,Industrials,Australia,A
Orkla,exit Russian operations,Consumer Staples,Norway,A
Orlen Lietuva,stopped Russian oil imports,Energy,Poland,A
Orsted,end all gas purchases from Russia,Utilities,Denmark,A
Otis Worldwide,fully exit Russia through divesting business,Industrials,United States,A
Owens Corning,expedite exit from Russia,Industrials,United States,A
Pandora,suspend all business with Russia and Belarus,Consumer Discretionary,Denmark,A
Parker Hannifin,closed our office and warehouse facility in Moscow and no longer do business in this country,Industrials,United States,A
Paul Smith,Leaving Market,Consumer Discretionary,United Kingdom,A
Paulig,withdraw from Russia,Consumer Staples,Finland,A
Paysera,Close accounts of Russians and halt transfers to and from Russia,Financials,Lithuania,A
Pensioenfonds Detailhandel,sell off all Russian investments,Financials,Netherlands,A
Pentair,exiting its business in Russia,Industrials,United States,A
Petro,Fully exit Russia after selling its operations,Energy,Austria,A
PFZW,divest from all Russian assets,Financials,Netherlands,A
PGL Esports,exclusion of esports teams and individuals with connections to the Russian government from upcoming competition,Communication Services,United States,A
PHX,Fully exit Russia after selling its operations,Energy,United States,A
Pixabay,block Russian access,Consumer Discretionary,Germany,A
PKO BP,suspends transactions with Russian banks transactions in Russian ruble suspended,Financials,Poland,A
Playrix,Fully end operations in Russia,Consumer Discretionary,Ireland,A
Playtika,end Russian operations,Information Technology,Israel,A
PME pensioenfonds,sell off all Russian investments,Financials,Netherlands,A
Polskie Górnictwo Naftowe i Gazownictwo SA,stopped gaz imports,Energy,Poland,A
Ponsse PLC,divest Russian operations,Industrials,Finland,A
Postnord,reject all Russian items,Utilities,Norway,A
Primo Water,Withdrew from Russia,Consumer Staples,United States,A
Princess Cruises,reject bookings from Russia,Consumer Discretionary,United States,A
Prio,ceased purchase of any products from Russian or directly related companies,Energy,Portugal,A
Publicis Groupe,cede ownership to local affiliates,Communication Services,France,A
Pure Storage,fully wind down Russian business,Information Technology,United States,A
PwC,leaving Russia completely,Industrials,United States,A
PZU SA,reduced position in Russian bonds to zero,Financials,Poland,A
Qantas Airlines,No longer flies over Russian territory,Industrials,Australia,A
R&A,ban on all Russian competition,Industrials,United States,A
Raisio,Fully exit Russia after selling its operations,Consumer Staples,United States,A
Rational,Closed Russian Business,Consumer Discretionary,Germany,A
Red Hat,discontinue sales and services in Russia & terminate partnerships,Information Technology,United States,A
Reface,Removed App  and updates of app in Russia,Information Technology,Ukraine,A
Refinitiv,end Russian access,Financials,United Kingdom,A
Regent Seven Seas Cruises,discontinue Russian itineraries,Consumer Discretionary,United States,A
Rehau,Fully exit Russia after selling its operations,Consumer Discretionary,Switzerland,A
Renault,sell Renault Russia; transfer Moscow factory to city government and partner for local brand production,Consumer Discretionary,France,A
Repsol,Withdrew from Russia,Energy,Spain,A
Resbud,Withdrew from Russia,Industrials,Estonia,A
Rewe,remove products from Russia from shelves,Consumer Discretionary,Germany,A
Rimi,remove products from Russia from shelves,Consumer Discretionary,Latvia,A
Rio Tinto,Terminated all commercial relationships with Russia,Materials,Australia,A
Rocket Lawyer,suspend Russian and Belarusian access to the platform,Information Technology,United States,A
Roku,remove Kremlin-linked propaganda and ads,Communication Services,United States,A
Roland Berger,end any activity for Russia,Industrials,Germany,A
Royal London,fully divest Russian assets,Financials,United Kingdom,A
Royal Swinkels Family Brewers,Terminated licence contract with MBC,Consumer Staples,Netherlands,A
RWS,Fully wind down Russian business,Industrials,United Kingdom,A
S Group (Suomen Osuuskauppojen Keskuskunta),close all operations,Consumer Staples,Finland,A
S&P 500 [S&P Dow Jones Indices],curtail Russian access to capital markets,Financials,United States,A
Salesforce,exit business relationships in Russia,Industrials,United States,A
Sarantis Group,Permanent withdrawal from Russian market,Consumer Staples,Greece,A
Savills,end partnerships in Russia,Real Estate,United Kingdom,A
Schneider Electric,sell Russian assets to local management and exit completely,Industrials,France,A
Senior PLC,cease servicing Russian aircraft,Industrials,United Kingdom,A
Shell,total withdrawal from virtually all Russia-related businesses,Energy,United Kingdom,A
Sidley Austin,end all Russian relationships,Industrials,United States,A
Siemens,exit Russian market,Industrials,Germany,A
SKF,end sales and production in Russia,Industrials,Sweden,A
Slack,exit Russian market completely,Information Technology,United States,A
SMAY,end cooperation with Russia,Industrials,Poland,A
Smurfit Kappa,exit Russian market,Materials,Ireland,A
Societe Generale,cessation of all activities in Russia,Financials,France,A
Sodexo,ceded control of its operations in Russia,Industrials,France,A
SoftwareOne,Fully exit Russia after selling its operations,Information Technology,Switzerland,A
Sonos,ceased all sales to this market at the onset of the war and blocked Russian state radio,Consumer Discretionary,United States,A
Spin Master,fully exit Russia,Consumer Discretionary,Canada,A
Squire Patton Boggs,leave Russia,Industrials,United States,A
Stanley Black & Decker,shut down Russian business,Industrials,United States,A
Starbucks,exit and no longer have a brand presence in Russia,Consumer Discretionary,United States,A
State Street,curtail Russian access to capital markets,Financials,United States,A
Stora Enso,divest packaging plants,Materials,Finland,A
Storebrand,divest all Russian holdings,Financials,Norway,A
Strabag,winding down operations in Russia; terminating shareholder syndicate agreements with Deripaska,Industrials,Austria,A
Strava,disable access in Russia,Information Technology,United States,A
Sulzer,exit Russian market,Industrials,Switzerland,A
Svenska Handelsbanken,divest from all Russian investments,Financials,Sweden,A
Sylvamo,Sold operations in Russia,Materials,United States,A
Systembolaget,remove all Russian alcohol from stores,Consumer Discretionary,Sweden,A
Sæplast,Stopped all operations in Russia,Materials,Iceland,A
Tata Steel,Replaced all Russian raw materials for operations; no presence in Russia,Materials,India,A
Tchibo,sell Russian subsidiary,Consumer Staples,Germany,A
TDZ Turn,fully stopped trade with Russia,Industrials,Czech Republic,A
TeamViewer,withdraw from Russia/Belarus,Information Technology,Germany,A
Technip Energies,No new business. Signed exit agreement on Arctic LNG 2,Energy,France,A
Teknos,Fully exit Russia after selling its operations,Industrials,Finland,A
Teknotherm Marine HVAC sp. z o.o.,complete withdrawal from Russia,Industrials,Poland,A
Teleperformance,Withdrew from Russia,Communication Services,France,A
Teradata,stopped all business in Russia and ceased customer interactions and services with all Russian accounts.,Information Technology,United States,A
Tetra Pak,completely left Russia,Industrials,Sweden,A
Tietoevry,conclude total exit from Russia,Information Technology,Finland,A
TJ Maxx,divest Familia subsidiary,Consumer Discretionary,United States,A
Tom Ford,We have ceased all marketing and advertising,Consumer Discretionary,United States,A
Topsoe,Fully wind down all Russian business,Energy,Denmark,A
Toyota,stop production at its St. Petersburg plant and stop imports of vehicles,Consumer Discretionary,Japan,A
Trane Technologies,suspend all business activities indefinitely & exit Russia,Industrials,Ireland,A
TransferGo,End all remittances to Russia,Financials,United Kingdom,A
Trimble,Discontinue business operations in Russia,Information Technology,United States,A
TripAdvisor,remove Kremlin-linked propaganda and ads,Communication Services,United States,A
Triumph Motorcycles,Discontinued commercial activity in Russia,Consumer Discretionary,United Kingdom,A
TUI,end brand-sharing agreement; had already exited,Consumer Discretionary,Germany,A
Tunnock's,discontinue supplies to Russia,Consumer Staples,United Kingdom,A
Uber,divest from partnership with Yandex,Information Technology,United States,A
UEFA,ban Russian athletes from competing,NGO,Switzerland,A
Umbro,withdrawal from the Russian market,Consumer Discretionary,United Kingdom,A
United Airlines,no flying over Russian airspace,Industrials,United States,A
United Internet Group,suspend all Russian contracts,Information Technology,Germany,A
Universal,closing operations in Russia,Communication Services,United States,A
Uponor,Completes Exit,Industrials,Finland,A
Vaillant Group,Terminated business activities in Russia,Industrials,Germany,A
Valio,sell business and Viola brand to Velcom,Consumer Staples,Finland,A
Valmet,exit from Russia,Industrials,Finland,A
Van Oord,Full withdrawal from Russia,Industrials,Netherlands,A
VanEck,liquidate Russian ETFs,Financials,United States,A
Vanguard,suspend operations in Russia,Financials,United States,A
Velux,permanently close operations in Russia and Belarus,Consumer Discretionary,Denmark,A
Veon,Fully divested from Russia and sale of its Russian business approved,Communication Services,Netherlands,A
Vestas,Fully Withdrawn from Russia,Energy,Denmark,A
Vianor,terminate contract with Russian subsidiary,Consumer Discretionary,Finland,A
Vičiūnai,selling Russian operations and exiting Russia,Consumer Staples,Lithuania,A
Vinmonopolet,"stop sales of all Russian wine, spirits and strong beers in Norway",Consumer Staples,Norway,A
Vitol,stop buying Russian oil by the end of 2022,Energy,Switzerland,A
Vodafone,suspend partner agreement with MTS,Information Technology,United Kingdom,A
Volaris Group,discontinue sales and support to Russia,Information Technology,Canada,A
Volfas Engelman,suspend investment and withdraw from Russian market,Consumer Staples,Lithuania,A
VTG,Fully exit Russia after selling its operations,Industrials,Germany,A
Waitrose,remove products from Russia,Consumer Staples,United Kingdom,A
Walker's Shortbread,cancel all future orders to Russia,Consumer Staples,United Kingdom,A
Wallenius Wilhelmsen,End all operations in Russia,Consumer Discretionary,Norway,A
Wargaming,close operations; transfer of some business,Consumer Discretionary,Belarus,A
Wartsila,Ended Activity,Industrials,Finland,A
Wear Medicine,terminate cooperation with Russian partners,Consumer Discretionary,Poland,A
Weir Group,wind down Russian business in 2022,Industrials,United Kingdom,A
WePlay,terminate all Russian operations,Consumer Discretionary,United States,A
WeWork,planning divestment of Russian operations,Real Estate,United States,A
Wex Inc.,ending relationship with Lukoil and subsidiaries,Information Technology,United States,A
White & Case,wind down Russian operations,Industrials,United States,A
Wienerberger,Fully exit Russia after selling its operations,Industrials,Austria,A
WIKA,Suspended business in Russia,Industrials,Germany,A
Willis Towers Watson,Fully exit Russia and transfer ownership to local management,Financials,United Kingdom,A
Windstar Cruises,Cancel all Russian cruises,Consumer Discretionary,United States,A
Winston & Strawn,Close Russian office,Industrials,United States,A
Women's Tennis Association,Suspend Russian partnerships,NGO,United States,A
World Athletics Council,Ban on all Russian competition,NGO,United States,A
World Boxing Association,Ban on all Russian competition,NGO,Panama,A
World Boxing Organization,Ban on all Russian competition,NGO,United States,A
World Rowing Federation,Ban on all Russian competition,NGO,United States,A
World Rugby Union,Ban on all Russian competition,NGO,Ireland,A
WPP PLC,leave Russia,Communication Services,United Kingdom,A
YIT,Exits Russia projects,Industrials,Finland,A
Zepz,Disable all Russian transactions,Financials,United Kingdom,A
ZET Chemie,still operating in Russia,Materials,Germany,A
Zott,discontinue business in preparation for liquidation,Consumer Staples,Germany,A
Zurich Insurance Group,sell Russian business to local team and exit market,Financials,Switzerland,A
